,date,cluster,keyword_sum
770,2023-01-23,insurance,104428
771,2023-01-23,legal,401655
772,2023-01-23,manufacturing,136837
773,2023-01-23,media & social networks,26975
774,2023-01-23,non-profit organizations,8042
775,2023-01-23,public administration,70408
776,2023-01-23,real estate & leasing,12317
777,2023-01-23,sports & activities,43800
778,2023-01-23,telecommunications,55011
779,2023-01-23,transportation,48043
780,2023-01-23,video & photography,34500
781,2023-01-23,"warehousing, storage & delivery",14574
782,2023-01-24,accommodation,94092
783,2023-01-24,"advertising, marketing & research",8206
784,2023-01-24,"agriculture, farm animals & forestry",1245
785,2023-01-24,animal care & products for animals,6587
786,2023-01-24,arts & design,10177
787,2023-01-24,automotive,19522
788,2023-01-24,beauty & personal care,30345
789,2023-01-24,construction,288517
790,2023-01-24,consulting,51359
791,2023-01-24,e-commerce & retail trade,5457
792,2023-01-24,education,375229
793,2023-01-24,energy,130116
794,2023-01-24,engineering & architecture,1063
795,2023-01-24,entertainment & recreation,9756
796,2023-01-24,event organization,68195
797,2023-01-24,fashion,218527
798,2023-01-24,finance,188498
799,2023-01-24,food & beverages,26010
800,2023-01-24,health care and social assistance,20734
801,2023-01-24,home care & home services,25282
802,2023-01-24,human resources,37432
803,2023-01-24,information technology,86199
804,2023-01-24,insurance,110555
805,2023-01-24,legal,421632
806,2023-01-24,manufacturing,144407
807,2023-01-24,media & social networks,30459
808,2023-01-24,non-profit organizations,8224
809,2023-01-24,public administration,74538
810,2023-01-24,real estate & leasing,12132
811,2023-01-24,sports & activities,41019
812,2023-01-24,telecommunications,55859
813,2023-01-24,transportation,51280
814,2023-01-24,video & photography,37042
815,2023-01-24,"warehousing, storage & delivery",15815
816,2023-01-25,accommodation,86104
817,2023-01-25,"advertising, marketing & research",7713
818,2023-01-25,"agriculture, farm animals & forestry",1313
819,2023-01-25,animal care & products for animals,5382
820,2023-01-25,arts & design,9293
821,2023-01-25,automotive,19759
822,2023-01-25,beauty & personal care,27773
823,2023-01-25,construction,281113
824,2023-01-25,consulting,50297
825,2023-01-25,e-commerce & retail trade,5127
826,2023-01-25,education,364712
827,2023-01-25,energy,124729
828,2023-01-25,engineering & architecture,758
829,2023-01-25,entertainment & recreation,10031
830,2023-01-25,event organization,69379
831,2023-01-25,fashion,208109
832,2023-01-25,finance,208966
833,2023-01-25,food & beverages,24404
834,2023-01-25,health care and social assistance,20159
835,2023-01-25,home care & home services,22305
836,2023-01-25,human resources,36256
837,2023-01-25,information technology,84807
838,2023-01-25,insurance,104920
839,2023-01-25,legal,425690
840,2023-01-25,manufacturing,143466
841,2023-01-25,media & social networks,28565
842,2023-01-25,non-profit organizations,8642
843,2023-01-25,public administration,72177
844,2023-01-25,real estate & leasing,11694
845,2023-01-25,sports & activities,39620
846,2023-01-25,telecommunications,52662
847,2023-01-25,transportation,50631
848,2023-01-25,video & photography,33520
849,2023-01-25,"warehousing, storage & delivery",15129
850,2023-01-26,accommodation,84620
851,2023-01-26,"advertising, marketing & research",8266
852,2023-01-26,"agriculture, farm animals & forestry",1024
853,2023-01-26,animal care & products for animals,6054
854,2023-01-26,arts & design,8619
855,2023-01-26,automotive,17254
856,2023-01-26,beauty & personal care,25270
857,2023-01-26,construction,260618
858,2023-01-26,consulting,45816
859,2023-01-26,e-commerce & retail trade,4579
860,2023-01-26,education,356256
861,2023-01-26,energy,114361
862,2023-01-26,engineering & architecture,711
863,2023-01-26,entertainment & recreation,8816
864,2023-01-26,event organization,65627
865,2023-01-26,fashion,189564
866,2023-01-26,finance,181597
867,2023-01-26,food & beverages,21138
868,2023-01-26,health care and social assistance,19985
869,2023-01-26,home care & home services,23142
870,2023-01-26,human resources,31445
871,2023-01-26,information technology,81612
872,2023-01-26,insurance,98603
873,2023-01-26,legal,397108
874,2023-01-26,manufacturing,134080
875,2023-01-26,media & social networks,26464
876,2023-01-26,non-profit organizations,7946
877,2023-01-26,public administration,66529
878,2023-01-26,real estate & leasing,11802
879,2023-01-26,sports & activities,35837
880,2023-01-26,telecommunications,54694
881,2023-01-26,transportation,46124
882,2023-01-26,video & photography,32696
883,2023-01-26,"warehousing, storage & delivery",14005
884,2023-01-27,accommodation,67894
885,2023-01-27,"advertising, marketing & research",5535
886,2023-01-27,"agriculture, farm animals & forestry",787
887,2023-01-27,animal care & products for animals,5868
888,2023-01-27,arts & design,6324
889,2023-01-27,automotive,13866
890,2023-01-27,beauty & personal care,20337
891,2023-01-27,construction,212979
892,2023-01-27,consulting,34143
893,2023-01-27,e-commerce & retail trade,3893
894,2023-01-27,education,276020
895,2023-01-27,energy,98202
896,2023-01-27,engineering & architecture,414
897,2023-01-27,entertainment & recreation,7388
898,2023-01-27,event organization,49578
899,2023-01-27,fashion,155821
900,2023-01-27,finance,143115
901,2023-01-27,food & beverages,20022
902,2023-01-27,health care and social assistance,14587
903,2023-01-27,home care & home services,17582
904,2023-01-27,human resources,23787
905,2023-01-27,information technology,59375
906,2023-01-27,insurance,78341
907,2023-01-27,legal,324869
908,2023-01-27,manufacturing,104286
909,2023-01-27,media & social networks,22597
910,2023-01-27,non-profit organizations,6197
911,2023-01-27,public administration,49385
912,2023-01-27,real estate & leasing,8946
913,2023-01-27,sports & activities,28981
914,2023-01-27,telecommunications,40777
915,2023-01-27,transportation,39910
916,2023-01-27,video & photography,27653
917,2023-01-27,"warehousing, storage & delivery",11886
918,2023-01-28,accommodation,29728
919,2023-01-28,"advertising, marketing & research",2287
920,2023-01-28,"agriculture, farm animals & forestry",193
921,2023-01-28,animal care & products for animals,2692
922,2023-01-28,arts & design,2031
923,2023-01-28,automotive,5685
924,2023-01-28,beauty & personal care,10345
925,2023-01-28,construction,93141
926,2023-01-28,consulting,16006
927,2023-01-28,e-commerce & retail trade,1505
928,2023-01-28,education,119541
929,2023-01-28,energy,46409
930,2023-01-28,engineering & architecture,135
931,2023-01-28,entertainment & recreation,2701
932,2023-01-28,event organization,20474
933,2023-01-28,fashion,66018
934,2023-01-28,finance,67187
935,2023-01-28,food & beverages,10111
936,2023-01-28,health care and social assistance,7534
937,2023-01-28,home care & home services,8565
938,2023-01-28,human resources,8299
939,2023-01-28,information technology,24073
940,2023-01-28,insurance,36154
941,2023-01-28,legal,152851
942,2023-01-28,manufacturing,48245
943,2023-01-28,media & social networks,9852
944,2023-01-28,non-profit organizations,2162
945,2023-01-28,public administration,19183
946,2023-01-28,real estate & leasing,4358
947,2023-01-28,sports & activities,12910
948,2023-01-28,telecommunications,19469
949,2023-01-28,transportation,19308
950,2023-01-28,video & photography,10407
951,2023-01-28,"warehousing, storage & delivery",6353
952,2023-01-29,accommodation,36879
953,2023-01-29,"advertising, marketing & research",2725
954,2023-01-29,"agriculture, farm animals & forestry",214
955,2023-01-29,animal care & products for animals,2722
956,2023-01-29,arts & design,3543
957,2023-01-29,automotive,5450
958,2023-01-29,beauty & personal care,11762
959,2023-01-29,construction,117532
960,2023-01-29,consulting,20056
961,2023-01-29,e-commerce & retail trade,2031
962,2023-01-29,education,155064
963,2023-01-29,energy,54743
964,2023-01-29,engineering & architecture,179
965,2023-01-29,entertainment & recreation,3594
966,2023-01-29,event organization,25182
967,2023-01-29,fashion,72036
968,2023-01-29,finance,87265
969,2023-01-29,food & beverages,11102
970,2023-01-29,health care and social assistance,7922
971,2023-01-29,home care & home services,10015
972,2023-01-29,human resources,13673
973,2023-01-29,information technology,30858
974,2023-01-29,insurance,41362
975,2023-01-29,legal,192930
976,2023-01-29,manufacturing,59169
977,2023-01-29,media & social networks,12007
978,2023-01-29,non-profit organizations,3138
979,2023-01-29,public administration,24270
980,2023-01-29,real estate & leasing,4201
981,2023-01-29,sports & activities,15873
982,2023-01-29,telecommunications,21813
983,2023-01-29,transportation,21378
984,2023-01-29,video & photography,14137
985,2023-01-29,"warehousing, storage & delivery",7394
986,2023-01-30,accommodation,95948
987,2023-01-30,"advertising, marketing & research",7727
988,2023-01-30,"agriculture, farm animals & forestry",1716
989,2023-01-30,animal care & products for animals,6270
990,2023-01-30,arts & design,10627
991,2023-01-30,automotive,19647
992,2023-01-30,beauty & personal care,31066
993,2023-01-30,construction,291959
994,2023-01-30,consulting,51994
995,2023-01-30,e-commerce & retail trade,5040
996,2023-01-30,education,374422
997,2023-01-30,energy,130040
998,2023-01-30,engineering & architecture,1066
999,2023-01-30,entertainment & recreation,11191
1000,2023-01-30,event organization,73460
1001,2023-01-30,fashion,222624
1002,2023-01-30,finance,196848
1003,2023-01-30,food & beverages,30117
1004,2023-01-30,health care and social assistance,22888
1005,2023-01-30,home care & home services,25226
1006,2023-01-30,human resources,38980
1007,2023-01-30,information technology,85399
1008,2023-01-30,insurance,108160
1009,2023-01-30,legal,418941
1010,2023-01-30,manufacturing,145576
1011,2023-01-30,media & social networks,30332
1012,2023-01-30,non-profit organizations,10193
1013,2023-01-30,public administration,75995
1014,2023-01-30,real estate & leasing,12903
1015,2023-01-30,sports & activities,44388
1016,2023-01-30,telecommunications,58203
1017,2023-01-30,transportation,53847
1018,2023-01-30,video & photography,35383
1019,2023-01-30,"warehousing, storage & delivery",15148
1020,2023-01-31,accommodation,96761
1021,2023-01-31,"advertising, marketing & research",9324
1022,2023-01-31,"agriculture, farm animals & forestry",1595
1023,2023-01-31,animal care & products for animals,5977
1024,2023-01-31,arts & design,10083
1025,2023-01-31,automotive,19912
1026,2023-01-31,beauty & personal care,28795
1027,2023-01-31,construction,295996
1028,2023-01-31,consulting,55207
1029,2023-01-31,e-commerce & retail trade,7941
1030,2023-01-31,education,376435
1031,2023-01-31,energy,130968
1032,2023-01-31,engineering & architecture,1197
1033,2023-01-31,entertainment & recreation,11160
1034,2023-01-31,event organization,76074
1035,2023-01-31,fashion,240949
1036,2023-01-31,finance,212034
1037,2023-01-31,food & beverages,23407
1038,2023-01-31,health care and social assistance,21226
1039,2023-01-31,home care & home services,24846
1040,2023-01-31,human resources,37771
1041,2023-01-31,information technology,89236
1042,2023-01-31,insurance,108664
1043,2023-01-31,legal,415365
1044,2023-01-31,manufacturing,152600
1045,2023-01-31,media & social networks,32320
1046,2023-01-31,non-profit organizations,13044
1047,2023-01-31,public administration,87912
1048,2023-01-31,real estate & leasing,13085
1049,2023-01-31,sports & activities,43595
1050,2023-01-31,telecommunications,60807
1051,2023-01-31,transportation,53247
1052,2023-01-31,video & photography,36486
1053,2023-01-31,"warehousing, storage & delivery",21095
1054,2023-02-01,accommodation,97334
1055,2023-02-01,"advertising, marketing & research",7595
1056,2023-02-01,"agriculture, farm animals & forestry",1325
1057,2023-02-01,animal care & products for animals,7741
1058,2023-02-01,arts & design,9269
1059,2023-02-01,automotive,18741
1060,2023-02-01,beauty & personal care,29102
1061,2023-02-01,construction,280026
1062,2023-02-01,consulting,51137
1063,2023-02-01,e-commerce & retail trade,5720
1064,2023-02-01,education,357958
1065,2023-02-01,energy,120974
1066,2023-02-01,engineering & architecture,880
1067,2023-02-01,entertainment & recreation,9923
1068,2023-02-01,event organization,70039
1069,2023-02-01,fashion,218142
1070,2023-02-01,finance,188503
1071,2023-02-01,food & beverages,23756
1072,2023-02-01,health care and social assistance,21635
1073,2023-02-01,home care & home services,27336
1074,2023-02-01,human resources,34641
1075,2023-02-01,information technology,77253
1076,2023-02-01,insurance,108780
1077,2023-02-01,legal,413098
1078,2023-02-01,manufacturing,141617
1079,2023-02-01,media & social networks,29095
1080,2023-02-01,non-profit organizations,8364
1081,2023-02-01,public administration,74473
1082,2023-02-01,real estate & leasing,11585
1083,2023-02-01,sports & activities,41024
1084,2023-02-01,telecommunications,56166
1085,2023-02-01,transportation,51813
1086,2023-02-01,video & photography,31517
1087,2023-02-01,"warehousing, storage & delivery",15026
1088,2023-02-02,accommodation,90518
1089,2023-02-02,"advertising, marketing & research",8165
1090,2023-02-02,"agriculture, farm animals & forestry",1269
1091,2023-02-02,animal care & products for animals,6535
1092,2023-02-02,arts & design,9567
1093,2023-02-02,automotive,20491
1094,2023-02-02,beauty & personal care,30688
1095,2023-02-02,construction,285313
1096,2023-02-02,consulting,50118
1097,2023-02-02,e-commerce & retail trade,5857
1098,2023-02-02,education,361603
1099,2023-02-02,energy,123273
1100,2023-02-02,engineering & architecture,1152
1101,2023-02-02,entertainment & recreation,11357
1102,2023-02-02,event organization,70477
1103,2023-02-02,fashion,232396
1104,2023-02-02,finance,185506
1105,2023-02-02,food & beverages,25603
